SubjectID	WeekSampleObtained	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_fragilis	s__Bacteroides_massiliensis	s__Bacteroides_ovatus	s__Bacteroides_sp_4_3_47FAA	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Parabacteroides_distasonis	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Prevotella_copri	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Eubacterium_rectale	s__Roseburia_intestinalis	s__Faecalibacterium_prausnitzii	s__Subdoligranulum_unclassified	s__Dialister_invisus	s__Escherichia_coli	s__Akkermansia_muciniphila
20	46	0.012183	0	0	0	0	0.299465	0	0	1.73E-05	0	0.242758	3.01E-05	0	0	0	0	0	0.0793202	0.0026645	0.0241943	0.1039	0.0574271	0	0	0
20	48	0.102131	0	0	0	0	0.284964	9.55E-05	0	0.0001252	0	0.212234	0.0001415	0	0	0	0	0.0009084	0.0852032	0.0165021	0.0161054	0.058264	0.0717587	0	0	0
21	2	0.0106987	0.109913	0.0036808	0.0005606	0.0019263	0.0178755	0.0147107	0.0580801	0.044547	0.0032817	0.0199403	0.0735654	0.0039431	0.004918	0.0205549	0.0093325	0.0168927	0.0090606	0.008833	6.43E-05	0.0127886	0.0734291	0.0030361	0.0136536	0.0033566
21	4	0.0024879	0.162725	0	0	0	0.0108803	0.0097725	0	0	7.87E-05	0.0483234	0.0566877	0.0102752	0.0021378	0.0379534	1.59E-05	0.0047971	0.0010464	0.0257224	0	0	0.0659446	0	0.0845327	0.0009413
21	8	0.0024063	0.0265595	0.0038654	0	0.0001279	0.0343558	0.017219	0	0.0101026	0.0006675	0.04669	0.0378975	0.0031838	0.0023344	0.0079464	0	0.0251806	0.0070705	0.0103732	0.000111	0.001063	0.115519	0	0.0189673	0.0032603
21	10	0.0002213	0.222288	0	0	0	0.0160559	0.0150525	0	2.91E-05	0	0.0125928	0.0226809	0.0004525	0.0003918	0.015168	3.90E-05	0.0074582	0.0010377	0.004465	0	0	0.0644345	0	0.0193129	0.0080355
21	14	0.0026806	0.0867369	0.0021422	9.66E-05	0.0090018	0.022003	0.0149105	0	0.0057282	0.0013432	0.0452488	0.0294494	0	0.0018432	0.0209407	0.0008352	0.0103686	0.0041298	0.0139652	0.0007287	0.0124359	0.0644889	0.0006312	0.008292	0.0015128
21	14	9.19E-05	0.0535659	0	0	0	0.0116672	0.0075687	0	0	4.84E-05	0.0500143	0.0271157	0.0029476	0.000935	0.0272843	3.88E-05	0.0062905	0.0004564	0.0194969	0	0	0.0642429	0	0.0083075	0.0016476
21	16	0.0017941	0.071606	0	0	0	0.0530693	0.030306	0	0	0.0001134	0.0574883	0.0638092	0.0065316	0.0047905	0.0442839	6.85E-05	0.0220597	0.0017043	0.0820105	0	0.0046724	0.0713214	0	0.0126202	0.0022454
21	24	0.0001849	0.258302	0	0	0	0.0458586	0.025321	0	0	0	0.0613846	0.0655499	0.0029214	0.001159	0.0762508	0	0.0235283	0.0009338	0.0069029	0	0	0.0654496	0	0.0083856	0.0046905
21	34	0.0055446	0.198124	0.0040618	0	0.0001445	0.0603858	0.0484827	0	0.0051673	0.0035813	0.0747306	0.124929	0.012595	0.0045175	0.0651256	0.0001369	0.0169126	0.0060171	0.0118146	0.0002791	0.0058016	0.0440633	0	0.025244	0.0015933
21	36	0.006348	0.274247	0	0	0	0.190273	0.0049789	0	0	0	0.0320199	0.0690569	0.0087901	0.0013171	0.0948104	0.0002833	0.0080757	0.0005303	0.0027561	0	0	0.0044493	0	0.0253664	0.0004163
21	38	0.0024537	0.1573	0	0	0	0.0217869	0.0029386	0	0	0.0001874	0.073623	0.0348295	0.0036108	0.0009188	0.0171883	0	0.0164912	0.00215	0.0087785	0	0	0.0744588	0	0.0066213	0.00239
21	46	0.0007297	0.241479	0	0	0	0.0372271	0.0101022	0	0.0018468	0.0005163	0.0464894	0.0424768	0.0049615	0.0013817	0.0338469	0	0.045219	0.0040606	0.0064615	0	0.0001274	0.0390363	0	0.0043005	0.0024304
23	0	0.121299	0	0.11223	0	0.0333723	1.47E-05	0.115178	0	0	0	7.61E-05	3.59E-05	0	0	0.0003369	0	0	0.113774	0.0340781	0	0.0104049	0.0546238	0	0.0001372	0
23	0	0.110372	0	0.111487	0	0.0306325	0	0.233604	0	0	0	0	0	0	0	0	0	0	0.0640252	0.0291848	0	0.007402	0.0492666	0	0.000825	0
23	2	0.0591137	0	0.12648	0	0.0154475	2.56E-05	0.199089	0	0	0	1.45E-05	2.00E-05	0	0	0.0001881	0	0	0.0658142	0.0889014	0	0.0242088	0.020998	0	0	0.0556152
23	3	0.1759	0	0.139194	0	0.0210658	0	0.124848	0	0	0	0.0008342	0	1.87E-05	0	0.0004982	0	0	0.141496	0.0262612	0	0.106871	0.0282992	0	0	0.0350294
23	5	0.000753	0	0	0.0047945	0.001886	0	0	0	0	0	0.0014443	0.0001226	0	0	0	0	0	0.0026926	0.0842904	0.415396	0	0.0070633	0	0.0043481	0
23	8	0.0382966	0	0.077897	0	0.0164434	0	0.164593	0	0.0058908	0.0007802	0.0032988	0.0066695	0.0007957	0.000589	0.0003949	0	4.61E-05	0.0400088	0.028054	0.0161641	0.217907	0.115918	3.78E-05	0.0009616	0
23	9	0.0643494	0	0.0095288	0	0.0007661	0	0.221593	0	0	0	0	0	0	0	0	0	0	0	0.000663	1.52E-05	0.17028	0.22397	0	6.90E-05	0
23	11	0.159811	0	0.0479602	0	5.39E-05	0	0.324296	0	0	0	0	0	0	0	3.36E-05	0	0	0	0	0.0813836	0.0136517	0.0007233	0	0.0004565	0
23	13	0.151517	0	0.113836	0	0	3.23E-05	0.299801	0	0	0	0	0	0	0	0.0002075	0	0	0	0	0.0005814	0.0271373	0.0081477	0.0637335	0	0
23	16	0.0862036	0	0.0978624	0	0	0	0.265024	0	0	0	2.45E-05	3.38E-05	0	0	0.0002389	0	0	0	4.40E-06	0.0192675	0.100694	0.0225944	0.0440244	0.0003027	0.0007271
23	17	0.100189	0	0.175286	0	0	0	0.513999	0	3.45E-05	0	8.30E-05	0.0002834	0	0	0	0	0	0	0.0018047	0.0008843	0.0486155	0.0487454	0.0581667	0	0.0027221
23	20	0.112136	0	0.156857	0	0	0	0.268839	0	0	0	0	0	0	0	0	0	0	0	1.49E-05	0	0.0120931	0.0096623	0.013203	0	0
23	21	0.0519326	0	0.0589289	0	0	0	0.251794	0	0	0	0	3.85E-05	0	0	0	0	0	0	0.0002898	0	0.106459	0.170087	1.43E-05	0.0003517	0
23	23	0.079959	0	0.0783454	0	0	0	0.407303	0	0	0	0	0	0	0	0.0002321	0	0	0	0.0048786	0	0.0017978	0.0015678	0	0.0001331	0
23	26	0.187654	0	0.082498	0	0	0	0.251269	0	0	0	0	0	0	0	0.0001656	0	0	0	0.0539124	0	0.0096221	0.033016	0.0081348	0.0012379	0
23	28	0.117555	0	0.0485181	0	0	0	0.178208	0	0	0	5.37E-05	0	0	0	9.16E-05	0	0	0	0.219142	0	0.0100862	0.0725518	0.0085396	0.0076389	0
23	29	0.0410484	0	0.106251	0	0	2.52E-05	0.334102	0	0	0	4.70E-05	2.02E-05	0	0	0.000232	0	0	0	0	0.0013924	0.0324007	0.049604	0.0266376	0	0
23	31	0.0911611	0	0.0798829	0	7.45E-05	0	0.422698	0	0	0	4.65E-05	2.96E-05	0	0	0.0001816	0	0	1.78E-05	0	0	0.0129067	0.0192134	0.0174128	0	0
23	36	0.0211041	0	0.0304317	0	0.0009465	0	0.0422866	0	0	0	0	1.51E-05	0	0	0	0	0	0	0.0069546	0.0051946	0.0396742	0.0800299	0.492569	0.0020072	0.0404536
23	38	0.0392659	0	0.062069	0	0.09332	0.0010674	0.0373106	0	9.75E-05	0.0001737	0.0008644	0.0015025	0	0	0.0003566	0	0	0	0.0195058	3.02E-05	0.0092728	0.0460327	0.0125303	0.0667607	0.117581
23	39	0.0604131	0	0.0360666	0	0.0152565	0	0.0716158	0	0	0	1.39E-05	1.26E-05	0	0	0	0	0	0	0.0034229	0.0009119	0.0290987	0.0458135	0.0393036	0.0011938	0.115873
23	41	0.0554083	0	0.128207	0	0.0178372	3.72E-05	0.245563	0	0	0	9.41E-05	0	0	0	0	0	0	0	0.0020764	0.0004214	0.0068537	0.0109568	0.0558696	0	0.0635286
23	44	0.177209	0	0.0743763	0	0.149817	0	0.131284	0	0	0	0	2.79E-05	0	0	0.0001322	0	0	0	0.0174947	0	0.0019453	0.0218032	0.0030474	0.0057911	0.146365
23	45	0.0607145	0.001311	0.117573	0	0.0048653	0.0005753	0.30792	0	0.0013199	0.0003968	0.005112	0.0001984	0.0006273	0	0.0002068	0	0.0002464	3.20E-05	2.99E-05	0.0003778	0.0084186	0.0121038	0.0253249	0.0007659	0.0047245
24	1	1.16E-05	0.0115074	3.10E-05	5.30E-06	0.0014505	0.258241	0.0162713	0	0.0959882	0.0179533	0.142292	0.0574114	0.0008059	0	0.0187581	0	0	0	0.008612	0.0923024	0.114331	0.0008377	0	0.0895119	9.55E-05
24	4	0	0.0141705	0	0	0.000792	0.289798	0.0204383	0	0.106954	0.0564641	0.155275	0.0626101	0.0013735	0	0.0215842	0	0	0	0.0072542	0.0191423	0.0339474	0.0023326	0	0.156591	1.80E-05
24	8	0	0.0312651	0	0	0.0010342	0.138251	0.013372	0	0.0761962	0.0548765	0.240292	0.0555095	0.0067089	0	0.0116195	0	0	0	0.0362562	0.0595875	0.107935	0.0038976	0	0.0839182	1.47E-05
24	11	0	0.0349304	0	0	0.0016401	0.151248	0.0158178	0	0.0629272	0.01028	0.196442	0.0432396	0.0040416	0	0.0043121	0	0	0	0.0609362	0.0347872	0.0830132	0.0033444	0	0.222093	0.000121
24	13	0	0.042417	0	0	0.0008401	0.183638	0.0063734	0	0.0892966	0.0131725	0.169898	0.0577338	0.0045767	0	0.0063048	0	0	0	0.0265543	0.0125418	0.217674	0.0047405	0	0.0690365	0.0059581
24	15	0	0.0444001	0	0	0.0030625	0.212476	0.0113215	0	0.175335	0.0250859	0.214166	0.0485165	0.0008643	0	0.0160994	0	0	0	0.0072934	0.0164564	0.0763687	0.0010333	0	0.0881235	0
24	21	0	0.0300362	0	0	0.0009145	0.407929	0.0337256	0	0.124584	0.0106739	0.0591263	0.135952	0.0013526	0	0.0192852	0	0	0	0.0283581	0.0274621	0.03861	0.0046989	0	0.0011803	0.0017292
24	24	0	0.0293736	0	0	0.0004386	0.42191	0.0499464	0	0.0950981	0.0158614	0.0406429	0.105077	0.0012904	0	0.0259417	0	0	0	0.0036691	0.0601815	0.0830624	0.0042629	0	0.0001531	0.000879
24	25	0	0.0091157	0	0	0.000442	0.358003	0.0621019	0	0.0879036	0.0140365	0.0376315	0.115635	0.0170032	0	0.0271185	0	0	0	0.0114784	0.0664708	0.0985167	0.0044658	0	0	0
24	34	0	0.0272992	0.0014387	0	0.0014876	0.182207	0.0534853	0	0.0483816	0.0081261	0.071274	0.079003	0.0028959	2.49E-05	0.0704003	0	3.24E-05	0.0002135	0.120937	0.0338647	0.037542	0.0050102	0	0.0004686	4.70E-05
24	36	0	0.0694022	0	0	0.0006373	0.322042	0.0464683	0	0.184516	0.0397351	0.0696724	0.0988176	0.0026206	0	0.0456079	0	0	0	0.00341	0.0104755	0.0248361	0.000875	0	0	0.0013133
24	38	0	0.0244959	0	0	0.0007637	0.241996	0.0148375	0	0.104018	0.0145337	0.042116	0.133146	0.0080165	0	0.007228	0	0	0	0.0376929	0.0256481	0.0472987	0.0047464	0	0	0.021195
25	1	0	0	0	0	0.0924598	0	0.0192329	0	0	0	6.20E-06	1.20E-05	0	0	5.15E-05	0	0	0.0602096	0.0294139	0.711599	0.0588422	0.0062426	0.0014606	0	0
25	3	0.0001041	0	0	0	0.307144	0	0.0777341	0	0	0.0009923	2.05E-05	0.0017652	0.000333	0	0.0006953	0.0011949	0	0.315056	0.0768487	0.0799457	0.0702081	0.0077986	0.0095472	0.0002397	0.0060498
25	5	0	0	0	0	0.250268	0	0.0220968	0	0	0	0	0	0	0	5.86E-05	0	0	0.287728	0.140023	0.0227672	0.0726576	0.0107846	0.0081445	0	0.0940354
25	7	0	0	0	0	0.353593	0	0.0489202	0	0	0	0	0	0	0	4.76E-05	0	0	0.27372	0.113779	0.0260734	0.0924281	0.0100964	0.0058411	0	0.0302127
25	9	4.70E-06	0	0	0	0.413703	0	0.0322231	0	0	0	0	5.70E-06	0	0	0.0001935	0	0	0.224314	0.0943023	0.0271064	0.0502896	0.0145283	0.023707	3.11E-05	0.0497267
25	15	0	0	0	0	0.384303	0	0.0372681	0	0	0	2.40E-06	1.66E-05	0	0	5.19E-05	0	0	0.24054	0.134242	0.0841649	0.0427738	0.0077676	0.004914	0	0.0029404
25	23	0	0	0	0	0.147462	0	0.0095876	0	0	0	1.33E-05	2.20E-05	0	0	0	0	0	0.339415	0.0626085	0.0034761	0.0371582	0.0240251	0.0188014	0.000377	0.14248
25	33	0	0	0	0	0.338835	0	0.0642646	0	0	0	7.85E-05	6.12E-05	0	0	0.0001034	0	0	0.321805	0.0049298	0.0093659	0.137407	0.0185815	0.0082947	0	0.0205831
25	35	0	0	0	0	0.260257	0	0.0126071	0	0	0	3.35E-05	9.30E-06	0	0	0.0001259	0	0	0.269271	0.0706129	0.0725027	0.0660614	0.0277725	0.0124781	0	0.0014108
26	0	0.0236024	0.0001215	0.0059397	0.0150578	0.198455	0.000769	0.0051593	0.0396443	0.0479407	0.007448	0.0193828	0.0535779	0.0265447	0.0024387	0.0042337	0.0495434	0.0152909	0.0294273	0.0012536	0.0083732	0.0369766	0.0074804	0.0134547	0.21075	0.0019629
26	1	0	0	0	0	0.385668	0	0.388613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008283	0.0998951	0
26	7	0	0	0	0	0.563831	6.90E-05	0.307721	0	5.79E-05	3.21E-05	0.0004427	0.0003977	0	0	0.0002239	0	0	0	0	0	0.0003606	0	0	0.0374409	0
26	9	0	0	0	0	0.282081	0	0.375885	0	0	0	0	0	0	0	0.0002278	0	0	0	0	0	0	0	0	0.0934592	0
26	16	0.0429546	0.0168949	0.0339094	0	0.205366	0.0007212	0.046577	0	0.0040493	0.015493	0.0562459	0.009987	0.0248677	0	0.0280995	0	0.001647	0.0038756	0.0045249	0.0019321	0.0514792	0.0071625	0.0116624	0.283466	0.000226
26	21	0	0	0	0	0.183998	0	0.468888	0	0	0	4.80E-06	2.26E-05	0	0	9.49E-05	0	0	0	0	0	3.38E-05	0.0105207	0.0108852	0.0226375	0
26	25	0	0	0	0	0.507003	0	0.238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041152	0	0.0378956	0
26	29	0	0	0	0	0.522478	0	0.273339	0	0.0001663	1.44E-05	4.92E-05	4.18E-05	0	0	0.0001257	0	0	0	0.0160493	0.029908	0.0003829	0.0040051	0.0007869	0.0473828	0.0150094
26	34	0	0	0	0	0.303687	0	0.267704	0	4.90E-06	0	0.0001592	8.52E-05	0	0	0.0006215	0	0	0	0.112209	0.00612	0	0.0041765	0.0005171	0.0311239	0.0237217
26	37	0	0	0	0	0.464548	0	0.231029	0	0	0	0	9.86E-05	0	0	0.0003562	0	0	0	0.0440408	0	0.0003413	0.0041862	8.26E-05	0.0513064	0.0030283
27	0	0.0109098	0	0	0.0005759	0	0	0.0783603	0	0.0001272	0.0002328	0.268606	0.121684	0.0005892	0.0481146	0	0.0015776	0	0	0.0788488	0	0.0426191	0.0074056	0.0003524	0	0.0321311
27	5	0.0043975	0	0	0.0001401	0	0	0.0887898	0	0	0	0.232694	0.174084	0	0.0301254	0	0	0	0	0.0888425	0	0.0416419	0.0037104	0	0	0.0180968
27	7	0.012222	0	0	0	0	0	0.0876139	0	0	0	9.08E-05	0.114973	0	0.0337343	0	0	0	0	0.136061	0	0.21224	0.0215221	0	0	0.0027282
27	9	0.0490099	0	0	0	0	6.05E-05	0.263706	0	0	0	0.0003625	0.204551	0	0.0337506	0	0	0	0	0.0573663	0	0.203355	0.0169209	0	0	0
27	10	0.0031181	0	0	0	0	0	0.165575	0	0	0	0	0.107379	0	0.0192319	0	0	0	0	0.137003	0	0.135419	0.0125766	0.0060488	0	3.16E-05
27	14	0.0402289	0.0003825	0.0001724	0.0021959	0	0.0002557	0.258985	0	0.0001993	0.0001373	0.0009512	0.202004	0	0.0475124	0	0	0	0	0.0003244	0	0.193385	0.0120267	0	0	0.0100817
27	19	0.0262261	0	0	0	0	0	0.147359	0	9.90E-05	0	0.0001592	0.156624	0	0.153273	0	0	0	0	0.021153	0	0.156702	0.004783	0	0	0.0589868
27	24	0.0398243	0	0.0004876	0	0	0	0.126296	0	0.0015192	0	0.000559	0.120946	0	0.133497	0	0	0.0002495	0	0.0529145	0	0.160317	0.0089469	0	0	0.0330968
27	33	0.0311717	0	2.57E-05	6.19E-05	0	0	0.140685	0	0	0.0003299	0.0002003	0.0629279	0	0.0832628	0	0	0	0	0.0103583	0.0007737	0.37037	0.0131472	0	0	0.0753704
27	38	0.050654	0	0	0	0	0	0.233293	0	0	0	5.85E-05	0.0854621	0	0.25307	0	0	0	0	0.0782763	0.0020795	0.0768503	0.008383	0	0	0.0004486
27	49	0.0452993	0	0	0	0	0	0.243873	0	0	0	7.28E-05	0.124872	0	0.112491	0	0	0	0	0.133601	0	0.0769418	0.0141208	0	0	0.0360598
28	2	0	0.0650568	0.0001575	0	0.0286667	0.119074	0.0267137	0	0.0549568	0.0037645	0.214138	0.0305443	0.0038688	0.0270313	0.0375278	0	0.0652952	0.0951864	0.0050818	0	0.0401109	0.0146756	0	0.0012882	0
28	4	0	0.0388511	0.0001942	0	0	0.0723515	0.03615	0	0.141857	0.0018322	0.226439	0.0265424	0.0010401	0.0256907	0.0089762	0	0.0241922	0.0565087	0.017808	0.007226	0.0674052	0.0030503	0	4.69E-05	0.000856
28	10	0	0.0991747	4.17E-05	0	0	0.0776355	0.179836	0	0.0072861	0.001123	0.114947	0.0320361	0.0006326	0.0172685	0.0047778	0	0.017375	0.0526	0.0551966	0.0003853	0.041442	0.0044257	0	0	0
28	12	0.0001613	0.059047	0.0006032	5.29E-05	0.0048535	0.141497	0.0668736	0	0.058979	0.0031326	0.237434	0.0436021	0.002213	0.0120308	0.0328722	2.95E-05	0.0427222	0.0631815	0.0121922	0.0018795	0.0485472	0.0160098	0	0.0025842	0
28	14	0	0.0407829	0.0012776	0	0.0002388	0.0857813	0.0364171	0	0.0419203	0.0017156	0.319658	0.0139133	0.0024495	0.0041817	0.0435307	0	0.0487012	0.0607081	0.0178661	0.0007249	0.0603115	0.0165981	0	0	0
28	16	0	0.045748	0.0001638	0	0.0414535	0.111659	0.0150683	0	0.0469228	0.0027932	0.267474	0.0237078	0.0029615	0.0091743	0.0492445	0	0.0705018	0.0816703	0.0004998	0.0016402	0.0129739	0.0192928	0	0.0029117	0
28	24	0	0.0790478	0	0	0	0.141808	0.0663067	0	0.0094481	0.0021841	0.198055	0.0402453	0.0013324	0.0387055	0.0035635	0	0.0562255	0.0837042	0.0052876	0.0023621	0.0221805	0.0126674	0	9.41E-05	0.106556
28	26	0	0.0559475	1.74E-05	0	0	0.150769	0.0401878	0	0.0062224	0.0029058	0.32412	0.0436744	0.0024209	0.0431802	0.0278395	0	0.0525606	0.0539441	0.0042887	0.0012192	0.0209529	0.0059456	0	0.0001988	0.0143761
28	33	0	0.080888	0.0001075	0	0	0.123853	0.0626037	0	0.0274931	0.0032495	0.256182	0.0493345	0.0025399	0.0211204	0.0609056	0	0.0232276	0.0621249	0.0108633	0.0068022	0.0272766	0.0065167	0	0	0.0128159
28	37	0.0003947	0.0262205	0.0001288	0	0.007137	0.0721557	0.0360224	0	0.0188055	0.001679	0.174445	0.0346585	0.0034322	0.0452289	0.0299983	0	0.0801893	0.121198	0.0030274	0.0027338	0.0178009	0.0199079	0	0.0031269	0.0757946
28	38	0	0.0296277	0.000107	0	2.20E-06	0.0583592	0.0622446	0	0.0152532	0.0010465	0.284769	0.0159135	0.0012486	0.0306795	0.0096995	0	0.050914	0.0626495	0.0041848	0.0003644	0.0457498	0.0173787	0	2.80E-05	0.0943412
28	40	0	0.0277991	0	0	0.0003995	0.060685	0.0549537	0	0.0451165	0.0006042	0.25121	0.0392465	0.0019412	0.122067	0	0	0.0573839	0.122777	0.0309763	0.0104111	0.0261347	0.0085578	0	0	0.0249293
30	0	0.0074292	0	0	0	0	0	0.0118754	0	0.0176068	0.0016465	0.0184741	0.0875866	0.0045436	0.0135119	0	0	0	0	0.0470796	0	0.390879	0.0019047	0	0.0130026	0
30	2	0.0383377	0	0	0	0	0	0.0885477	0	0.117122	0.0056179	0.0353216	0.110641	0.0122181	0.103977	0	0	0.0040645	0	0.0093587	0.0517417	0.215788	0.0016895	0	0	0
30	4	0.0477937	0	0.0010761	0.0095116	8.70E-06	0	0.111999	0	0.0900762	0.0132552	0.0508379	0.100057	0.0314239	0.0342684	0	0	0.0140828	0	0.0048572	0.0022145	0.219565	0.0249603	0	0.0009609	0
30	8	0.0651093	0	0.0008812	0	0.0001247	0	0.132801	0	0.115884	0.085972	0.0041608	0.124492	0.0719219	0.0280923	0	0	0	0	0.0096047	0	0.169426	0.0092631	0	0	0
30	10	0.106931	0	0	0	0	0	0.156377	0	0.119962	0.0488131	0	0.117574	0.0825159	0.0414564	0	0	0	0	0.0269252	0	0.101802	0.0134565	0	0	0
30	14	0.0655956	0	7.09E-05	9.09E-05	0	0	0.166227	0	0.149419	0.0363297	0.0003709	0.118041	0.117366	0.0486768	0	0	0	0	0.002613	0	0.0665652	0.0149217	0	0	0
30	26	0.0342919	0	0	0	0	0	0.0677746	0	0.185546	0.0086829	0	0.0832172	0.099722	0.0444419	0	0	0.0109236	0	0.049431	0	0.133281	0.0175233	0	0.001037	0
30	34	0.0176893	0	5.19E-05	0	0.0002237	0	0.139467	0	0.195133	0.0173293	0	0.0879932	0.0580651	0.0860877	0	0	0.0069124	0	0.0393732	0	0.122469	0.0086236	0	0.0003738	0
30	36	0.0134879	0	2.84E-05	0	0.0011601	1.81E-05	0.0873503	0	0.211599	0.0064454	0.0003861	0.0755062	0.068669	0.0292192	0.0009533	0	0.0066338	0.0001218	0.0393764	0.0001072	0.322465	0.0117147	0	0.000731	7.02E-05
30	38	0.0374159	0	0	0	0.0012107	4.60E-06	0.175904	0	0.251867	0.0250676	0	0.0794011	0.052457	0.0594915	0	0	0.0101656	0	0.0303416	0	0.0666262	0.0183995	0	0.0008325	0
31	4	0.0241445	0	9.90E-06	0	0	0	0.0518922	0	0.213015	0	0.082922	0.0284533	1.42E-05	0	0.018905	0	0	0	0.102164	0	0.0674438	0.0018057	0.0072582	0	0
31	6	0.0135207	0	0.0074182	0	5.30E-05	0	0.0375789	0	0.242891	6.98E-05	0.0550375	0.0317358	5.17E-05	0	0.0146043	0	0	0	0.0516338	0	0.273026	0.0036431	0.0162106	0.0006207	0
31	8	0.0081393	0.0001665	0.0069744	0	0.0127758	0	0.030494	0	0.182336	0.0001588	0.0351632	0.0179242	0.0004019	0	0.007651	0	0	0	0.0651728	0	0.270369	0.0082592	0.0245527	0.0074186	0
31	12	0.0126625	0.0003199	0.010662	0	0	0.0007217	0.0464976	0	0.193958	0.0005508	0.0460881	0.0333164	0.0012354	0	0.0177471	0	0	0	0.0567583	8.15E-05	0.245618	0.0053283	0.0326051	0	0
31	16	0.0170675	0.0004101	0.0125095	0	0	0	0.0390056	0	0.204464	0.0001101	0.06084	0.0362509	0.0005644	0	0.0136006	0	0	0	0.0474142	0	0.166711	0.0021003	0.0116937	0	0
31	24	0.0180874	0	0.0071451	0	0	0	0.0629958	0	0.293411	0	0.0574393	0.0421389	9.60E-06	0	0.0094743	0	0	5.10E-06	0.0325731	0	0.10586	0.0021138	0.0033878	0.0002721	0
31	26	0.0174292	0	5.36E-05	0	0	0	0.0260664	0	0.255184	0	0.0691555	0.0404981	3.82E-05	0	0.0166659	0	0	0	0.04904	0	0.180342	0.0048725	0.0406771	0	0
31	34	0.0031023	0	0	0	0	0	0.0214824	0	0.1333	0	0.0337882	0.0153435	1.35E-05	0	0.0289924	0	0	0	0.0659635	0	0.256731	0.0046915	0.0161028	0	0
31	36	0.0045388	0	1.36E-05	0	0	0	0.0066631	0	0.111508	0	0.0312984	0.0154632	2.65E-05	0	0.0061052	0	0	0	0.0539004	0	0.433329	0.0067639	0.044974	0.0002738	0
31	38	0.0211825	0	0.0008038	0	0	0	0.022526	0	0.250956	1.50E-05	0.0613906	0.022499	0.0003094	0	0.0100014	0	0	0	0.0629016	0	0.156066	0.0080788	0.101258	0	0
31	41	0.0010609	0	4.00E-05	0	0	0	0.0089467	0	0.0632289	0	0.0170432	0.0090265	0	0	0.0019124	0	0	0	0.0618728	0	0.211881	0.0045566	0.058787	0.0006283	0
31	44	0.0216601	0	4.20E-06	0	0	0	0.03991	0	0.209083	0	0.041656	0.0205649	0	0	0.0159823	0	0	0	0.0573457	0	0.178952	0.0051021	0.0181733	0	0
33	2	0.187165	0	0.0234184	0.162226	0	0.0003926	0.003629	0	0.0006656	0.113435	0.0915652	0.0805302	0.0108198	0.000268	0.0112765	0.003726	0.0002527	0.0002979	0.0010819	4.14E-05	0.0337286	0.0065365	0.0001014	0	0
33	4	0.0318879	0.0001802	0.0143974	0.460455	0	0	0.0080733	0	0.0002113	0.041239	0.147188	0.0514219	0.023327	0.0003404	0.0174297	0	0	0	0.0105273	0.0117478	0.0629734	0.0074814	0.0003467	0	0
33	6	0.0462324	0	0.0153266	0.299631	0	0	0.0020149	0	0.000303	0.0755754	0.11332	0.0349271	0.0462991	0	0.0745269	0	0	0	0.002918	0.0034568	0.106429	0.009812	0	0.0006614	0
33	13	0.0476276	0	0.0078904	0.0995517	0	0	0.0030978	0	0	0.0504063	0.165095	0.0947811	0.0154967	0	0.0283733	0	0	0	0.0266262	0.0271882	0.176581	0.0083809	0	0.0002423	0
33	14	0.0756463	0	0.0231023	0.298542	0.0001196	0	0.0128823	0	0.0069834	0.0483197	0.0759169	0.0576175	0.0164765	0.0004811	0.0187792	0	0.0009366	0.0018711	0.0319727	0.0116828	0.0983402	0.0107955	0	0	0.0003723
33	16	0.0542783	0	0.0033051	0.42217	0	2.24E-05	0.0093069	0	7.77E-05	0.0489948	0.0891355	0.0549999	0.0108938	0	0.0199867	0	0	0	0.0056814	0.0202062	0.0494126	0.0054779	0	0	0
33	22	0.0989006	0	0.0054626	0.225448	0	0	0.0068561	0	4.86E-05	0.0205421	0.121675	0.0439781	0.0241477	0	0.0329803	0	0	0	0.04332	8.20E-06	0.124621	0.014336	0	0	0
33	32	0.0740977	0	0.0037198	0.124773	0	0	0.019442	0	4.23E-05	0.0474815	0.112202	0.086053	0.020662	0	0.0451804	0	0	0	0.022152	0.0001111	0.156266	0.0093535	0	0	0
33	34	0.0581016	0	0.0248692	0.279995	0	0	0.0020652	0	2.60E-05	0.0253747	0.0816043	0.0662654	0.0095749	0	0.0119336	0	0	0	0.0162959	0.0003506	0.214877	0.009493	0	0	0
33	38	0.0215383	0	0.0061788	0.558046	0	0	0.0401176	0	9.33E-05	0.038322	0.0741188	0.0279871	0.0120662	0	0.0227757	0	0	0	0.0015824	0.0027677	0.040191	0.0053112	0	0	0
33	44	0.0690745	0	0.0049805	0.217479	0.0007927	0.0001901	0.0215855	0	0.0003422	0.0850976	0.217433	0.0636025	0.0281555	0	0.0324955	0	7.66E-05	1.36E-05	0.0071312	0	0.0901342	0.0047464	0	0.000195	0
34	0	0	0	0	0	0	0	0.105938	0	0	5.07E-05	0	0.454703	0.0714189	0	0.0093784	0	0	0	0.047271	0	0.179032	0.0004453	0.0012368	0	0
